id,category_id,sub_category_id,name,description,scientific_name,price,override_price,override,image_path,comments,has_care_sheet,care_sheet_id,is_kingsnake_item,is_active,is_featured,sku
76,1,2,"Amel Strain Tiger Retics","Cb 2008 Amel Strain Tiger Retics (Kahl/Baldogo line). These are not compatible with the Clark multi-color line and only produce white phase. These attain a gorgeous light mature coloration with an adult average size towards the top of the retic size spectrum. EXPORT AVAILABLE. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$700.00,"",0,"kahltiger","",0,2,0,1,1,"pp-7115155"
77,1,2,"Lavender Dwarf Retics","Cb 2008 Lavender Phase Dwarf Retics. These are a key combination to make dwarf combos with. These are the first phase in an onslaught of unbelievable dwarf designer Retics! If you want to get in on the fore front, these snakes are a required tool! EXPORT AVAILABLE. Email for package availability $3,500.00 pair + 1.1 Free hets $6,000.00 for 2.2 + get 1.2 Free Hets! 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$2000.00,"",0,"lavdwarf","",0,2,0,1,1,"pp-711514"
78,1,2,"Leopard Phase Titanium Retics!","Cb 2008 Leopard Phase Titanium Retics. These are from our Titanium line but express some white lateral markings which really looks beautiful as they grow. This is one expression of the trait we are going to be line breeding to see how far we can take this variable expression of the Titanium Morph. We are releasing 1.1 of these, at a small premium. EXPORT AVAILABLE 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$10000.00,"",0,"leopardt","",0,2,0,1,1,"pp-7115113"
79,1,2,"2007 SunTigers","Cb 2007 Suntigers. These are well started Suntigers from last season. They are in the 4-5' range, and taking medium rats. Either sex for $1000.00 each You can make Super Tiger Super Sunfires with these! EXPORT AVAILABLE 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$1000.00,"",0,"malepied1","",0,2,0,1,1,"pp-7115145"
81,1,2,"2008 Sunfire Retics","Cb 2008 Sunfire Retics. This is an incomplete dominant gene, and cleans up any morph, while infusing striking color and contrast. We have 2008 males for $400.00 each and Females at $600.00 each. EXPORT AVAILABLE 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$400.00,"",0,"newsun","",0,2,0,1,1,"pp-711515"
82,1,2,"2007 Platinum Retics","Cb 2007 Platinum Retics. These are the visual het for Ivory Retics, which was the path that led us to the Ultra Morph and the Leucistic Morph. These are power packed snakes, with tons and tons of color. Plug one of these into a super tiger sunfire for something new and truly jaw dropping. $4,000.00 each for either sex. EXPORT AVAILABLE. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$4000.00,"",0,"platinum","",0,2,0,1,1,"pp-7115127"
83,1,2,"DARK Purples","Cb 2008 DARK Purple Retics. These are from our selectively bred Purple animals, to create the darkest purple animals possible. These should contend with Caramel animals. $1,200.00 each EXPORT AVAILABLE. Discounts available on multiple animals. Reasonable offers and trades considered.  
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$1200.00,"",0,"purple","",0,2,0,1,1,"pp-7115137"
85,1,2,"Purple Super Tiger Retics.","Well, here's another Prehistoric Pets' exclusive! Purple Super Tigers! Ultra Rare, Uber Beautiful, and the only place to get them. $6,500.00 each. Discounts available on multiple animals. Reasonable offers and trades considered. EXPORT AVAILABLE. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$6500.00,"",0,"purplesuper","",0,2,0,1,1,"pp-711519"
90,1,2,"Cb 2008 Sunfire Het Albino","Cb 2008 Sunfire Het Albino. These are 4-5' yearlings taking medium rats. Use the males next year for your albino sunfire projects! Email for photos of some of our albino sunfires with some size on them, they are mind blowing! Package Deals and Export are available.
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$2000.00,"",0,"sunfirehet","",0,1,0,1,1,"pp-18215258"
93,1,2,"Lavender Albino Super Dwarf Retics","Lavender Albino Super Dwarf Retics. All of the work is done here! We made an apartment sized retic, now you get to enjoy one! These hatched out about half the size of a normal retic, and the parents range from 6-7' for the males and 9-10' for the females. Barely larger than Carpet Pythons. $4,500.00 each Package Deals Available- EXPORT AVAILABLE. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$4500.00,"",0,"superdwarfalbinos","",0,2,0,1,1,"pp-7115153"
97,1,2,"1.1 2009 Tigers 100% Het Titanium","1.1 2009 Tiger Retics 100% het for Titanium. You can produce, Tigers, Super Tigers, Titaniums, Titanium Tigers and Titanium Super Tigers. Excellent potential with this combination. $3,500.00 for the pair. Package Deals, and Export are Available! 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$3500.00,"",0,"tigerhettitanium2","",0,1,0,1,1,"pp-16215232"
102,1,3,"2008 Male Triple Het Burmese Python","This guy has it all in genetics. He is 100% het for green, granite, and albino.
Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python molurus bivittatus",$250.00,"",0,"triplehetburm","",0,1,0,1,0,"pp-8119136"
103,1,3,"2008 Male Green DH Burmese Python","Beautiful male green which is 100% double het for albino and granite.
Email: Info@PrehistoricPets.com Shop: 714.964.3525
Cell: 714.397.0414","Python molurus bivittatus",$350.00,"",0,"greendhburm","",0,1,0,1,0,"pp-8119148"
110,2,4,"Adult Female Central American Boa","Mature Female Central American Boa. Ready to breed, captive bred, and feeding on frozen thawed large rats. $300.00 + $100.00 shipping. EXPORT AVAILABLE ON THIS ANIMAL. Email for package availability or any questions to info@prehistoricpets.com or give us a call/text today at 714-397-0414.","Boa constrictor imperator",$255.00,"",0,"femalecentral","",0,1,0,1,0,"pp-891494"
125,2,5,"1.2 Adult Madagascan Ground Boa.","1.2 Adult Madagascan Ground Boas. These are adults, that have been in the shop for a few years and produce a litter for us a few years back. They aren't a focus any longer, and we have decided to part ways with the project. $3,000.00 for the trio. Package Deals Available, Sorry but Export is Not Available on these animals. Email: Info@PrehistoricPets.com Call/Text 714.397.0414","Acrantophis madagascariensis",$3000.00,"",0,"malekenyan","",0,1,0,1,0,"pp-1310151013"
128,3,0,"Yearling Blood Licorice Cornsnake","Beautiful snake which has an awesome pattern and coloration.
Reasonable offers and trades considered. Feel free to email any questions to info@prehistoricpets.com or give us a call/text at 714-397-04141 today.","Elaphe guttata guttata x Elaphe obsoleta obsoleta cross",$150.00,"",0,"whitesideblood","",0,1,0,1,0,"pp-26611623"
131,5,0,"2008 Baby Frilled Lizards","Gorgeous baby Frilled Lizards! Perfect little babies, ready for new homes. These are one of our favorite lizards! Email: Info@PrehistoricPets.com Shop: 714.964.3525. Cell: 714.397.0414 Shipping is $45.00","Chlamydosaurus kingii",$150.00,"",0,"frilleddragon","",0,1,0,0,0,"pp-1712181222"
136,7,0,"2008 Leopard Tortoise","Beautiful babies which will grow into awesome blond adults. These will require a health certificate to be shipped across state lines at an extra cost.

Tortoises under 4 inches in length can only be sold for educational purposes only","Geochelone pardalis",$120.00,"",0,"blondeleopard4","",0,1,0,0,0,"pp-1218143"
139,7,0,"18"" Female African Spur Thigh Tortoise","Beautiful tortoise, heavy bodied, and ready for your male. Due to her weight, she can only be shipped through Delta Airlines to your nearest airport. Send us a email to info@prehistoricpets.com if you have any questions.","Geochelone  sulcata",$1200.00,"",0,"femalesulcata","",0,1,0,1,0,"pp-412121213"
154,6,0,"Green Tree Monitor","Established male Green Tree Monitor. Feeding well, and very well hydrated. This boy is perfect in every way. $500.00 + $75.00 shipping.","Varanus prasinus",$500.00,"",0,"prasinus","",0,1,0,1,0,"pp-131216125"
166,2,4,"Cb Adult Female T+ Albino Argentine Boa.","Cb adult Female T+ Albino Argentine Boa. Large 18lb female, ready to breed. This is a rare find, of an exceptionally beautiful morph of the Argentine Boa. $7,500.00 Package Deals Available, Sorry but Export is Not Available on this animal. Email: Info@PrehistoricPets.com  Call/Text 714.397.0414","Boa constrictor occidentalus",$7500.00,"",0,"targ","",0,0,0,1,0,"pp-2710742"
168,1,3,"Cb 2006 Female Striped T Positive","Cb 2006 Female T Positive Albino Blood Python. Flawless, slowly grown, with a very muscular build-not flabby and over fed! She should be perfect for breeding next season, and has a workable disposition. Blood Pythons are becoming increasingly popular, and with all of the new morphs in existence the combinations of them should take their popularity to the next level. Step full swing into this species with a ready made breeding project. $3,00.00 for this female, or take a CB 2006 trio for $7,500.00 (*The male is currently breeding another large non-albino female actively! He is very ready!) EXPORT IS AVAILABLE. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python brongersmai",$3000.00,"",0,"tfs","",0,1,0,1,0,"pp-27113119"
169,1,3,"Cb 2006 Male T Positive Albino Blood Python","Cb 2006 Male T Positive Albino Blood Python 
Python brongersmai 



Price: $2,750.00 



Description: 
CB 2006 Male Albino Blood. This male is actively breeding now, and is readyStep full swing into this species with a ready made breeding project. $2,750.00 for this Male, or take a 2006 1.2 trio for $7,500.00 EXPORT IS AVAILABLE. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python brongersmai",$2750.00,"",0,"tm","",0,1,0,1,0,"pp-27113124"
170,1,0,"Cb 2008 Het Ghost Pair","1.1 Cb 2008 100% het Bell line Ghost Ball Pythons. Feeding on hopper mice. Very nice high contrast animals, great stock to produce ghosts from. Email for photos of the sibling ghosts, very nice stock here. $350.00 for the pair + Shipping. EXPORT AVAILABLE. Email: Info@PrehistoricPets.com Cell: 714.397.0414","Python regius",$350.00,"",0,"08hetghost","",0,0,0,1,0,"pp-1677731"
171,1,1,"CB 2008 Het Ghost Pair","1.1 Cb 2008 100% Het Bell Line Ghost Ball Pythons. Feeding on hopper mice. Exceptional stock, evident by these animals! These are the the animals you will get. One pair left- for now! EXPORT AVAILABLE! Email: Info@PrehistoricPets.com Call/Text Cell: 714.397.0414","Python regius",$250.00,"",0,"08hetghost","",0,1,0,1,1,"pp-172821"
173,1,1,"Adult Male Pastel Ball Python","Adult Male Pastel Ball Python. This boy is 1,100 grams and is ready to breed. A steal at $275.00! Shipping will be $75.00 within the Continental U.S. EXPORT is AVAILABLE. Email for package deals. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$275.00,"",0,"adpastel","",1,1,0,0,1,"pp-7113121"
182,3,0,"2008 Male Ghost Honduran Milksnake","Beautiful male ghost honduran milk snake which will reach 6 plus feet in length as an adult. A ghost honduran is a combination of two genes; hypo and anery. He will make a great addition to your breeding projects or as a pet.
Email questions to info@prehistoricpets.com or call/text 714-397-0414.","Lampropeltis t. hondurensis",$150.00,"",0,"ghosthondo","",0,0,0,1,0,"pp-21717731"
191,11,0,"Albino Sunfire & Albino Super Dwarf","Albino Sunfire & Albino Super Dwarf.","Python reticulatus",$0.00,"Call for price.",1,"albinosun","",0,1,0,1,0,"pp-21819851"
193,11,0,"Purple Dwarf","If you have been a fan of Reticulated Pythons and especially the Purple Albinos but the size has kept you away, then the dwarf stock is perfect for you. These are everything the mainland retics are but smaller and more colorful, but still an impressive large snake. Call for availability, pricing, combinations etc... ...","Python reticulatus",$0.00,"Call for Price",1,"purpledwarf","",0,0,0,1,0,"pp-3071171"
194,11,0,"Leopard Phase Titanium Reticulated Python","Extremely limited numbers at this point of this Prehistoric Pets exclusive! This is our first year producing this variation of the Titanium Morph, and these are stunning! These were started with our diverse founding stock of Titanium and Titanium outcrossings, and we have likely just seen the tip of the iceberg when it comes to selective breeding with this mutation. 

The prominent lateral dashes and richly colored sides have combined to make this variation something special. Prices vary but range from $10,000.00 - $12,000.00 each please call Jay directly if interested in one of these exceptional animals: 714.402.4444","Python reticulatus",$0.00,"10,000.00-$12,000.00",1,"leopardt","",0,0,0,1,0,"pp-31710759"
199,1,3,"Cb 2008 Albino Burmese 100% Het Green","We have some well started 2008 Albino Burmese Pythons 100% Het for Green. We are down to only males. Limited quantity. $45.00 shipping. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python molurus bivittatus",$200.00,"",0,"albinoburm","",0,1,0,1,0,"pp-1310151030"
200,7,0,"Long Term 3 Toed Box Turtles.","We have a large group of long term captive adult 3 Toed Box Turtles. Some which have exceptional color, all of which are flawless and ready to be a perfect addition to your home or your breeding group. $75.00 each + $45.00 shipping. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Terrapene carolina triunguis",$75.00,"",0,"3toed","",0,1,0,0,0,"pp-13210246"
201,1,1,"Breeder Male Axanthic Ball Python","CB 2006 Male (Snake Keeper Line) Axanthic Ball Python. 683 grams, and ready to breed. This is a very affordable way to dabble in combos. Work him into your pastel or spider project to enhance future offspring. $750.00 + $50.00 shipping. EXPORT AVAILABLE. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$750.00,"",0,"skaxm1","",0,1,0,1,1,"pp-7115159"
202,1,1,"Cb 2007 Mojave Male","714 Gram Male Mojave. Ready to breed now. Nice coloration, flawless snake. Make mojaves, combos, or white snakes this season with him! Shipping is $65.00 Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$800.00,"",0,"mojave","",1,1,0,0,1,"pp-7113124"
205,1,1,"Cb 2007 Desert Ghost Ball Pythons","Cb 2007 Desert Ghosts. We have a few hold backs from the 2007 season which we are willing to release. This is one of the strongest investments in Ball Pythons-period. We can put packages together including 2006 Heterozygous animals. Desert Ghosts $6,500.00 each $12,500.00 pair! EXPORT AVAILABLE- PACKAGE DEALS AVAILABLE. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$6500.00,"",0,"desert","",1,1,0,0,1,"pp-7113133"
206,1,1,"Cb 2007 Genetic Stripe Ball Pythons","CB 2007 Genetic Striped Ball Pythons. We have just a few left from last year. These are the nice ones folks, great stripes, high contrast, knock your socks off color. You get what you pay for, and these barely have a premium over the ones you usually see which aren't nearly as clean or crisp. $2,000.00 each + Shipping. Export available, Package deals available.  ONLY FEMALES LEFT! Email: Info@prehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$2000.00,"",0,"genstripe","",1,1,0,0,1,"pp-7112128"
